Q2 - unigram probabilities:
0.000,0.007,0.007,0.012,0.020,0.004,0.062,0.005,0.004,0.012,0.000,0.019,0.027,0.053,0.117,0.058,0.025,0.000,0.119,0.027,0.044,0.148,0.028,0.057,0.002,0.005,0.140
0.287,0.129,0.001,0.004,0.000,0.179,0.000,0.000,0.040,0.078,0.000,0.003,0.067,0.004,0.000,0.078,0.054,0.000,0.084,0.078,0.015,0.042,0.000,0.005,0.000,0.008,-0.154
0.476,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,-0.476
0.275,0.080,0.003,0.006,0.049,0.154,0.002,0.005,0.001,0.142,0.000,0.011,0.015,0.013,0.021,0.075,0.005,0.000,0.016,0.041,0.025,0.017,0.004,0.003,0.000,0.023,0.013
0.131,0.012,0.000,0.011,0.000,0.097,0.001,0.003,0.075,0.046,0.000,0.010,0.014,0.009,0.003,0.036,0.018,0.003,0.000,0.031,0.123,0.017,0.000,0.008,0.000,0.004,0.347
0.084,0.053,0.000,0.008,0.000,0.093,0.001,0.000,0.262,0.054,0.000,0.000,0.015,0.001,0.001,0.117,0.000,0.000,0.035,0.030,0.017,0.018,0.002,0.008,0.000,0.008,0.193
0.138,0.015,0.017,0.030,0.023,0.018,0.010,0.043,0.000,0.029,0.000,0.000,0.062,0.053,0.108,0.002,0.046,0.000,0.131,0.120,0.155,0.000,0.000,0.000,0.000,0.002,-0.002
0.175,0.067,0.000,0.000,0.000,0.656,0.000,0.000,0.000,0.137,0.000,0.000,0.001,0.000,0.000,0.041,0.000,0.000,0.000,0.001,0.000,0.002,0.001,0.000,0.000,0.012,-0.091
0.621,0.174,0.000,0.000,0.003,0.145,0.078,0.000,0.123,0.156,0.000,0.000,0.017,0.000,0.055,0.078,0.000,0.000,0.010,0.018,0.000,0.000,0.000,0.000,0.000,0.003,-0.482
0.018,0.041,0.000,0.129,0.000,0.082,0.000,0.000,0.026,0.051,0.000,0.000,0.000,0.000,0.000,0.005,0.057,0.005,0.000,0.000,0.361,0.057,0.000,0.000,0.000,0.010,0.158
0.008,0.010,0.005,0.000,0.041,0.001,0.000,0.000,0.022,0.000,0.000,0.017,0.004,0.000,0.241,0.001,0.000,0.000,0.018,0.004,0.000,0.000,0.003,0.000,0.000,0.000,0.622
0.000,0.000,0.000,0.482,0.000,0.000,0.000,0.114,0.000,0.000,0.105,0.000,0.000,0.009,0.000,0.000,0.000,0.000,0.000,0.009,0.000,0.000,0.000,0.044,0.193,0.094,-0.050
Q3 - bigram probabilities:
0.000,0.014,0.000,0.014,0.051,0.031,0.000,0.005,0.022,0.001,0.036,0.000,0.017,0.069,0.028,0.154,0.000,0.020,0.000,0.170,0.073,0.118,0.011,0.017,0.030,0.001,0.035
0.002,0.454,0.147,0.013,0.096,0.000,0.049,0.000,0.075,0.204,0.041,0.000,0.015,0.000,0.038,0.000,0.023,0.081,0.073,0.004,0.059,0.000,0.007,0.075,0.008,0.000,0.036
0.000,0.038,0.123,0.018,0.000,0.054,0.000,0.031,0.075,0.002,0.027,0.025,0.002,0.099,0.127,0.131,0.000,0.010,0.000,0.008,0.000,0.042,0.054,0.000,0.000,0.023,0.000
0.383,0.111,0.000,0.005,0.000,0.200,0.000,0.000,0.107,0.027,0.000,0.086,0.152,0.000,0.000,0.095,0.000,0.000,0.072,0.001,0.082,0.042,0.000,0.000,0.000,0.005,0.000
0.251,0.043,0.001,0.001,0.014,0.133,0.000,0.007,0.001,0.069,0.000,0.000,0.019,0.001,0.010,0.102,0.000,0.000,0.072,0.044,0.000,0.009,0.001,0.000,0.000,0.019,0.000
0.409,0.048,0.002,0.032,0.050,0.031,0.007,0.003,0.003,0.006,0.000,0.001,0.035,0.017,0.069,0.002,0.008,0.000,0.153,0.076,0.029,0.001,0.012,0.008,0.009,0.012,0.001
0.082,0.066,0.010,0.002,0.000,0.052,0.064,0.000,0.000,0.106,0.000,0.000,0.061,0.000,0.000,0.203,0.000,0.000,0.099,0.002,0.039,0.042,0.000,0.000,0.000,0.002,0.000
0.039,0.040,0.000,0.000,0.000,0.100,0.000,0.015,0.122,0.036,0.000,0.000,0.062,0.001,0.009,0.059,0.000,0.000,0.044,0.028,0.009,0.064,0.000,0.000,0.000,0.001,0.000
0.000,0.110,0.001,0.000,0.000,0.504,0.000,0.000,0.000,0.157,0.000,0.000,0.002,0.000,0.002,0.071,0.000,0.000,0.014,0.005,0.033,0.010,0.000,0.001,0.000,0.005,0.000
0.341,0.015,0.003,0.100,0.037,0.027,0.018,0.042,0.000,0.000,0.000,0.006,0.056,0.041,0.302,0.028,0.009,0.000,0.034,0.122,0.102,0.001,0.015,0.000,0.001,0.000,0.003
0.130,0.267,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.159,0.000,0.000,0.000,0.000,0.000,0.444,0.000,0.000,0.000,0.000,0.000
0.200,0.015,0.000,0.000,0.000,0.226,0.001,0.007,0.001,0.165,0.000,0.000,0.024,0.001,0.081,0.002,0.001,0.000,0.022,0.103,0.000,0.005,0.000,0.003,0.000,0.003,0.000
0.281,0.154,0.002,0.004,0.034,0.180,0.008,0.000,0.000,0.109,0.000,0.010,0.115,0.005,0.000,0.099,0.004,0.000,0.002,0.020,0.019,0.013,0.006,0.002,0.000,0.082,0.000
0.137,0.127,0.074,0.001,0.000,0.211,0.001,0.000,0.000,0.081,0.000,0.000,0.005,0.020,0.003,0.115,0.041,0.000,0.044,0.024,0.000,0.027,0.000,0.000,0.000,0.025,0.000
0.131,0.025,0.000,0.024,0.126,0.086,0.002,0.187,0.000,0.029,0.000,0.012,0.008,0.001,0.010,0.051,0.000,0.000,0.000,0.046,0.094,0.005,0.003,0.000,0.001,0.008,0.001
0.000,0.007,0.007,0.012,0.020,0.004,0.062,0.005,0.004,0.012,0.000,0.019,0.027,0.053,0.117,0.058,0.025,0.000,0.119,0.027,0.044,0.148,0.028,0.057,0.002,0.006,0.000
0.287,0.129,0.001,0.004,0.000,0.179,0.000,0.000,0.040,0.078,0.000,0.003,0.067,0.004,0.000,0.078,0.054,0.000,0.084,0.078,0.015,0.042,0.000,0.005,0.000,0.008,0.000
0.476,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
0.275,0.080,0.003,0.006,0.049,0.154,0.002,0.005,0.001,0.142,0.000,0.011,0.015,0.013,0.021,0.075,0.005,0.000,0.016,0.041,0.025,0.017,0.004,0.003,0.000,0.023,0.000
0.131,0.012,0.000,0.011,0.001,0.097,0.001,0.003,0.075,0.046,0.000,0.010,0.014,0.009,0.003,0.036,0.018,0.003,0.000,0.031,0.124,0.017,0.000,0.008,0.000,0.004,0.000
0.084,0.053,0.000,0.008,0.000,0.093,0.001,0.000,0.262,0.054,0.000,0.000,0.015,0.001,0.001,0.117,0.000,0.000,0.035,0.030,0.017,0.019,0.002,0.008,0.000,0.008,0.000
0.138,0.015,0.017,0.030,0.023,0.018,0.010,0.043,0.000,0.029,0.000,0.000,0.062,0.053,0.108,0.002,0.046,0.000,0.131,0.120,0.156,0.000,0.001,0.000,0.000,0.002,0.005
0.175,0.067,0.000,0.000,0.000,0.656,0.000,0.000,0.000,0.137,0.000,0.000,0.001,0.000,0.000,0.041,0.000,0.000,0.000,0.001,0.000,0.002,0.001,0.000,0.000,0.012,0.000
0.621,0.174,0.000,0.000,0.003,0.145,0.078,0.000,0.123,0.156,0.000,0.000,0.017,0.000,0.055,0.078,0.000,0.000,0.010,0.018,0.000,0.000,0.000,0.000,0.000,0.003,0.000
0.018,0.041,0.000,0.129,0.000,0.082,0.000,0.000,0.026,0.052,0.000,0.000,0.000,0.000,0.000,0.005,0.057,0.005,0.000,0.000,0.361,0.057,0.000,0.000,0.000,0.010,0.000
0.008,0.010,0.005,0.000,0.041,0.001,0.000,0.000,0.022,0.000,0.000,0.017,0.004,0.000,0.241,0.001,0.000,0.000,0.018,0.004,0.000,0.000,0.003,0.000,0.000,0.000,0.026
0.000,0.000,0.000,0.482,0.000,0.000,0.000,0.114,0.000,0.000,0.105,0.000,0.000,0.009,0.000,0.000,0.000,0.000,0.000,0.009,0.000,0.000,0.000,0.044,0.193,0.094,0.066
{  =0.0, c =0.013544891640866873, aa=0.0, ab=0.014467592592592593, ac=0.051022376543209874, ad=0.030767746913580248, ae=1.9290123456790122E-4, af=0.005111882716049383, ag=0.021701388888888888, ah=6.751543209876543E-4, ai=0.03597608024691358, aj=2.8935185185185184E-4, ak=0.01707175925925926, al=0.0685763888888889, am=0.027584876543209878, an=0.1537422839506173, ao=9.645061728395061E-5, ap=0.02015817901234568, aq=9.645061728395061E-5, ar=0.1697530864197531, as=0.07310956790123457, at=0.1177662037037037, au=0.011381172839506173, av=0.017361111111111112, aw=0.030381944444444444, ax=0.0011574074074074073, ay=0.035493827160493825, az=0.0019290123456790122, d =0.4538760482716302, ba=0.14692982456140352, bb=0.013157894736842105,  a=0.09594364061414039, bc=0.0,  b=0.048935363619131866, bd=4.385964912280702E-4,  c=0.0752827446768181, be=0.2043859649122807,  d=0.04122701712263853, bf=0.0,  e=0.015163960320970494, bg=0.0,  f=0.03825740822644847, bh=0.0,  g=0.02337777216149618, bi=0.08070175438596491,  h=0.07316610854868263, bj=0.0035087719298245615,  i=0.05853920515574651, bk=4.385964912280702E-4,  j=0.006634232640424591, bl=0.07543859649122807,  k=0.00815062867252164, bm=0.0,  l=0.03610918051431099, bn=4.385964912280702E-4,  m=0.03753080179440197, bo=0.12280701754385964,  n=0.017722878625134265, bp=0.0,  o=0.053610918051431096, bq=0.0,  p=0.03054906172995514, br=0.075,  q=0.002337777216149618, bs=0.02675438596491228,  r=0.02476780185758514, bt=0.0021929824561403508,  s=0.09856574208630821, bu=0.1267543859649123,  t=0.13097870727238264, bv=4.385964912280702E-4,  u=0.010330447968661149, bw=4.385964912280702E-4,  v=0.008087445504517597, bx=0.0,  w=0.04170089088266886, by=0.05394736842105263,  x=0.0, bz=0.0,  y=0.02290389840146585,  z=9.477475200606558E-5, e =0.3833280905945266, ca=0.11068111455108359, cb=0.0, cc=0.0046439628482972135, cd=0.0, ce=0.1996904024767802, cf=0.0, cg=0.0, ch=0.10739164086687307, ci=0.02728328173374613, cj=0.0, ck=0.0864938080495356, cl=0.1515092879256966, cm=0.0, cn=0.0, co=0.09539473684210527, cp=1.934984520123839E-4, cq=1.934984520123839E-4, cr=0.0721749226006192, cs=9.674922600619195E-4, ct=0.08243034055727554, cu=0.041989164086687306, cv=0.0, cw=0.0, cx=0.0, cy=0.005417956656346749, cz=0.0, f =0.25083364208966286, da=0.0429535692370628, db=8.181632235631009E-4, dc=8.181632235631009E-4, dd=0.014317856412354264, de=0.13254244221722233, df=0.0, dg=0.006545305788504807, dh=8.181632235631009E-4, di=0.06913479239108201, dj=2.0454080589077522E-4, dk=0.0, dl=0.01922683575373287, dm=0.0014317856412354264, dn=0.009613417876866434, do=0.10247494375127839, dp=4.0908161178155044E-4, dq=0.0, dr=0.0717938228676621, ds=0.04356719165473512, dt=2.0454080589077522E-4, du=0.00899979545919411, dv=6.136224176723256E-4, dw=4.0908161178155044E-4, dx=0.0, dy=0.01922683575373287, dz=0.0, g =0.4092789598108747, ea=0.04837999370871343, eb=0.0015099087763447625, ec=0.032211387228688264, ed=0.049638251022334066, ee=0.030701478452343504, ef=0.006605850896508336, eg=0.0031456432840515887, eh=0.0030827304183705566, ei=0.006354199433784209, ej=3.1456432840515884E-4, ek=9.436929852154766E-4, el=0.03510537905001573, em=0.0174268637936458, en=0.06932997798049702, eo=0.0020132117017930165, ep=0.007864108210128971, eq=3.774771940861906E-4, er=0.1530670022019503, es=0.07631330607109153, et=0.02881409248191255, eu=8.807801195344448E-4, ev=0.01245674740484429, ew=0.007549543881723813, ex=0.009374016986473733, ey=0.011764705882352941, ez=7.549543881723812E-4, h =0.08173588924387647, fa=0.06557984438680993, fb=0.010374212671359764, fc=0.001852537977028529, fd=0.0, fe=0.051871063356798815, ff=0.0644683216005928, fg=0.0, fh=0.0, fi=0.10559466469062616, fj=0.0, fk=0.0, fl=0.06113375324194146, fm=0.0, fn=0.0, fo=0.20340866987773248, fp=0.0, fq=0.0, fr=0.09929603556872917, fs=0.001852537977028529, ft=0.039273805113004816, fu=0.04223786587625046, fv=0.0, fw=0.0, fx=0.0, fy=0.002223045572434235, fz=0.0, i =0.03872053872053872, ga=0.03959810874704492, gb=0.0, gc=0.0, gd=0.0, ge=0.09988179669030733, gf=2.955082742316785E-4, gg=0.014775413711583925, gh=0.12174940898345153, gi=0.03634751773049645, gj=0.0, gk=0.0, gl=0.06205673758865248, gm=5.91016548463357E-4, gn=0.008569739952718676, go=0.0591016548463357, gp=0.0, gq=0.0, gr=0.044030732860520096, gs=0.028073286052009455, gt=0.009456264775413711, gu=0.0644208037825059, gv=0.0, gw=2.955082742316785E-4, gx=0.0, gy=0.0014775413711583924, gz=0.0, j =0.0, ha=0.11048988285410011, hb=0.0010649627263045794, hc=2.6624068157614486E-4, hd=0.0, he=0.5038604898828541, hf=1.3312034078807243E-4, hg=0.0, hh=3.9936102236421724E-4, hi=0.15708200212992546, hj=0.0, hk=0.0, hl=0.0023961661341853034, hm=3.9936102236421724E-4, hn=0.001996805111821086, ho=0.07055378061767838, hp=2.6624068157614486E-4, hq=0.0, hr=0.014243876464323749, hs=0.005324813631522897, ht=0.032614483493077745, hu=0.010250266240681576, hv=0.0, hw=0.0011980830670926517, hx=0.0, hy=0.0054579339723109695, hz=0.0, k =0.34102902374670185, ia=0.014835858585858586, ib=0.003367003367003367, ic=0.0996422558922559, id=0.036931818181818184, ie=0.027146464646464648, if=0.01778198653198653, ig=0.041877104377104374, ih=0.0, ii=2.1043771043771043E-4, ij=0.0, ik=0.006102693602693603, il=0.05576599326599327, im=0.04050925925925926, in=0.30229377104377103, io=0.02767255892255892, ip=0.00946969696969697, iq=3.156565656565657E-4, ir=0.03388047138047138, is=0.12205387205387205, it=0.101746632996633, iu=8.417508417508417E-4, iv=0.015151515151515152, iw=0.0, ix=9.46969696969697E-4, iy=0.0, iz=0.0026304713804713806, l =0.13031380429741846, ja=0.2672413793103448, jb=0.0, jc=0.0, jd=0.0, je=0.125, jf=0.0, jg=0.0, jh=0.0, ji=0.004310344827586207, jj=0.0, jk=0.0, jl=0.0, jm=0.0, jn=0.0, jo=0.15948275862068967, jp=0.0, jq=0.0, jr=0.0, js=0.0, jt=0.0, ju=0.44396551724137934, jv=0.0, jw=0.0, jx=0.0, jy=0.0, jz=0.0, m =0.2, ka=0.014511873350923483, kb=0.0, kc=0.0, kd=0.0, ke=0.22559366754617413, kf=0.0013192612137203166, kg=0.006596306068601583, kh=0.0013192612137203166, ki=0.16490765171503957, kj=0.0, kk=0.0, kl=0.024406332453825858, km=6.596306068601583E-4, kn=0.08113456464379948, ko=0.001978891820580475, kp=6.596306068601583E-4, kq=0.0, kr=0.021767810026385226, ks=0.10290237467018469, kt=0.0, ku=0.004617414248021108, kv=0.0, kw=0.0032981530343007917, kx=0.0, ky=0.0032981530343007917, kz=0.0, n =0.281479724922931, la=0.1536558973566239, lb=0.002009584170660071, lc=0.0037100015458339775, ld=0.03447209769670737, le=0.17978049157520481, lf=0.008347503478126449, lg=3.091667954861648E-4, lh=1.545833977430824E-4, li=0.10851754521564384, lj=0.0, lk=0.010047920853300356, ll=0.11470088112536714, lm=0.005410418921007884, ln=0.0, lo=0.09939712474880198, lp=0.0041737517390632245, lq=0.0, lr=0.002473334363889318, ls=0.02009584170660071, lt=0.01885917452465605, lu=0.013448755603648168, lv=0.005874169114237131, lw=0.0018550007729169888, lx=0.0, ly=0.08239295099706291, lz=0.0, o =0.13660227835562158, ma=0.12749615975422426, mb=0.07434715821812596, mc=9.216589861751152E-4, md=0.0, me=0.21136712749615977, mf=0.001228878648233487, mg=0.0, mh=0.0, mi=0.08110599078341015, mj=0.0, mk=0.0, ml=0.004915514592933948, mm=0.01966205837173579, mn=0.0027649769585253456, mo=0.11490015360983102, mp=0.04086021505376344, mq=0.0, mr=0.04423963133640553, ms=0.023963133640552997, mt=0.0, mu=0.026728110599078342, mv=0.0, mw=0.0, mx=0.0, my=0.02457757296466974, mz=0.0, p =0.13146734520780323, na=0.024543514346691962, nb=1.1856770215793219E-4, nc=0.023594972729428502, nd=0.12556319658525017, ne=0.08560588095802703, nf=0.002489921745316576, ng=0.187099834005217, nh=4.7427080863172874E-4, ni=0.028930519326535453, nj=3.5570310647379654E-4, nk=0.012331041024424947, nl=0.008062603746739389, nm=8.299739151055252E-4, nn=0.00984111927910837, no=0.051102679630068766, np=0.0, nq=1.1856770215793219E-4, nr=3.5570310647379654E-4, ns=0.045648565330803886, nt=0.09414275551339815, nu=0.0047427080863172875, nv=0.0027270571496324403, nw=4.7427080863172874E-4, nx=7.114062129475931E-4, ny=0.008062603746739389, nz=5.928385107896609E-4, q =0.0, oa=0.006736007924715206, ob=0.006636948984645864, oc=0.011688954928182269, od=0.020009905894006932, oe=0.004259534422981674, of=0.06171371966319961, og=0.004853888063397722, oh=0.004259534422981674, oi=0.01188707280832095, oj=1.9811788013868252E-4, ok=0.01901931649331352, ol=0.02684497275879148, om=0.05349182763744428, on=0.11728578504210005, oo=0.057652303120356616, op=0.024665676077265972, oq=0.0, or=0.11926696384348688, os=0.02684497275879148, ot=0.044477464091134226, ou=0.14769687964338782, ov=0.02823179791976226, ow=0.05705794947994056, ox=0.0015849430411094601, oy=0.005547300643883111, oz=3.9623576027736503E-4, r =0.2868513212352754, pa=0.1289228159457167, pb=8.481764206955047E-4, pc=0.003816793893129771, pd=0.0, pe=0.17896522476675147, pf=0.0, pg=0.0, ph=0.04028837998303647, pi=0.07845631891433417, pj=0.0, pk=0.002544529262086514, pl=0.06658184902459711, pm=0.003816793893129771, pn=0.0, po=0.07760814249363868, pp=0.0542832909245123, pq=0.0, pr=0.08396946564885496, ps=0.07803223070398643, pt=0.015267175572519083, pu=0.04198473282442748, pv=0.0, pw=0.004664970313825276, px=0.0, py=0.008481764206955046, pz=0.0, s =0.4759742317034534, qa=0.0, qb=0.0, qc=0.0, qd=0.0, qe=0.0, qf=0.0, qg=0.0, qh=0.0, qi=0.0, qj=0.0, qk=0.0, ql=0.0, qm=0.0, qn=0.0, qo=0.0, qp=0.0, qq=0.0, qr=0.0, qs=0.0, qt=0.0, qu=1.0, qv=0.0, qw=0.0, qx=0.0, qy=0.0, qz=0.0, t =0.2748496639547223, ra=0.08012310304573915, rb=0.0033959460893558313, rc=0.0064735222328345535, rd=0.04913509498036719, re=0.1543033004351056, rf=0.0019102196752626551, rg=0.004669425872864268, rh=0.0013796030988008066, ri=0.14220524249177544, rj=0.0, rk=0.010506208213944603, rl=0.015387880717393611, rm=0.013265414411546217, rn=0.020906293112596838, ro=0.0750291839117054, rp=0.005306165764618486, rq=0.0, rr=0.01644911387031731, rs=0.04117584633343946, rt=0.024620609147829778, ru=0.01666136050090205, rv=0.0035020694046482012, rw=0.0033959460893558313, rx=0.0, ry=0.02334712936432134, rz=0.0, u =0.13053263315828958, sa=0.012144893864188403, sb=2.1121554546414616E-4, sc=0.010877600591403528, sd=5.280388636603654E-4, se=0.09737036645897137, sf=0.001267293272784877, sg=0.0029570176364980463, sh=0.07529834195796811, si=0.04646742000211215, sj=0.0, sk=0.00961030731861865, sl=0.013834618227901574, sm=0.008871052909494139, sn=0.0034850565001584115, so=0.03601225050163692, sp=0.018375752455380714, sq=0.0029570176364980463, sr=2.1121554546414616E-4, ss=0.03115429295596156, st=0.1235610940965255, su=0.017002851409863767, sv=0.0, sw=0.007709367409441335, sx=0.0, sy=0.004013095363818777, sz=0.0, v =0.08368554522400676, ta=0.05332507958967103, tb=0.0, tc=0.007693668199504775, td=0.0, te=0.0934736469755925, tf=7.074637424831977E-4, tg=4.421648390519986E-4, th=0.26246904846126634, ti=0.054474708171206226, tj=0.0, tk=2.652989034311992E-4, tl=0.014679872656526352, tm=0.0013264945171559957, tn=6.19030774672798E-4, to=0.11664308454191723, tp=8.843296781039972E-5, tq=0.0, tr=0.03528475415634949, ts=0.029713477184294304, tt=0.017155995755217545, tu=0.018570923240183942, tv=0.0016802263883975946, tw=0.007958967102935975, tx=0.0, ty=0.008489564909798374, tz=8.843296781039972E-5, w =0.1384257464133385, ua=0.014753688422105527, ub=0.01700425106276569, uc=0.030007501875468866, ud=0.023255813953488372, ue=0.017754438609652413, uf=0.009752438109527382, ug=0.043010752688172046, uh=2.5006251562890725E-4, ui=0.028507126781695424, uj=0.0, uk=0.0, ul=0.06201550387596899, um=0.05301325331332833, un=0.10802700675168792, uo=0.002000500125031258, up=0.04601150287571893, uq=0.0, ur=0.1312828207051763, us=0.11977994498624656, ut=0.1555388847211803, uu=0.0, uv=5.001250312578145E-4, uw=0.0, ux=2.5006251562890725E-4, uy=0.0015003750937734434, uz=0.005251312828207052, x =0.17525773195876287, va=0.06677937447168217, vb=0.0, vc=0.0, vd=0.0, ve=0.6559594251901945, vf=0.0, vg=0.0, vh=0.0, vi=0.13693998309382924, vj=0.0, vk=0.0, vl=8.453085376162299E-4, vm=0.0, vn=0.0, vo=0.04057480980557904, vp=0.0, vq=0.0, vr=0.0, vs=8.453085376162299E-4, vt=0.0, vu=0.0016906170752324597, vv=8.453085376162299E-4, vw=0.0, vx=0.0, vy=0.011834319526627219, vz=0.0, y =0.6211954528786212, wa=0.17371074059713068, wb=3.8774718883288094E-4, wc=0.0, wd=0.0031019775106630476, we=0.14501744862349747, wf=0.07793718495540908, wg=0.0, wh=0.12330360604885615, wi=0.15587436991081816, wj=0.0, wk=0.0, wl=0.017060876308646764, wm=0.0, wn=0.05544784800310198, wo=0.07832493214424195, wp=0.0, wq=0.0, wr=0.010081426909654904, ws=0.018224117875145406, wt=0.0, wu=3.8774718883288094E-4, wv=0.0, ww=0.0, wx=0.0, wy=0.002714230321830167, wz=0.0, z =0.017543859649122806, xa=0.041237113402061855, xb=0.0, xc=0.12886597938144329, xd=0.0, xe=0.08247422680412371, xf=0.0, xg=0.0, xh=0.02577319587628866, xi=0.05154639175257732, xj=0.0, xk=0.0, xl=0.0, xm=0.0, xn=0.0, xo=0.005154639175257732, xp=0.05670103092783505, xq=0.005154639175257732, xr=0.0, xs=0.0, xt=0.36082474226804123, xu=0.05670103092783505, xv=0.0, xw=0.0, xx=0.0, xy=0.010309278350515464, xz=0.0, ya=0.007700770077007701, yb=0.009900990099009901, yc=0.004767143381004767, yd=3.667033370003667E-4, ye=0.04143747708104144, yf=0.0011001100110011, yg=3.667033370003667E-4, yh=3.667033370003667E-4, yi=0.022002200220022004, yj=0.0, yk=0.0, yl=0.017235056839017236, ym=0.0044004400440044, yn=3.667033370003667E-4, yo=0.2412907957462413, yp=0.0014668133480014668, yq=0.0, yr=0.0, ys=0.0176017601760176, yt=0.0044004400440044, yu=3.667033370003667E-4, yv=0.0, yw=0.0029336266960029336, yx=3.667033370003667E-4, yy=0.0, yz=3.667033370003667E-4, za=0.02631578947368421, zb=0.0, zc=0.0, zd=0.0, ze=0.4824561403508772, zf=0.0, zg=0.0, zh=0.0, zi=0.11403508771929824, zj=0.0, zk=0.0, zl=0.10526315789473684, zm=0.0, zn=0.0, zo=0.008771929824561403, zp=0.0, zq=0.0, zr=0.0, zs=0.0, zt=0.0, zu=0.008771929824561403, zv=0.0, zw=0.0, zx=0.0, zy=0.043859649122807015, zz=0.19298245614035087, a =0.0941358024691358, b =0.0662280701754386}
